### Footprint positions - created on 2025-03-29T09:28:39+0100 ###
### Printed by KiCad version 8.0.6
## Unit = mm, Angle = deg.
## Side : All
# Ref     Val                    Package                                                PosX       PosY       Rot  Side
C150      4.7uF                  C_0805_2012Metric                                   92.8000  -121.3000  -90.0000  bottom
C153      0.47uF                 C_0402_1005Metric                                  104.4000  -104.9000  180.0000  bottom
C154      0.47uF                 C_0402_1005Metric                                  104.4500  -103.9500  180.0000  bottom
C155      0.47uF                 C_0402_1005Metric                                  102.3500  -102.5000  -90.0000  bottom
C156      0.47uF                 C_0402_1005Metric                                  103.8700  -101.0500    0.0000  bottom
C157      100uF                  C_1210_3225Metric                                   95.8500  -111.6000  180.0000  bottom
C158      100uF                  C_1210_3225Metric                                   95.9000  -108.4000  180.0000  bottom
C159      100uF                  C_1210_3225Metric                                  112.1500   -95.6000   90.0000  bottom
C160      100uF                  C_1210_3225Metric                                  105.9500   -92.0500   90.0000  bottom
C161      4.7uF                  C_0805_2012Metric                                   96.4500   -97.1000  180.0000  bottom
C162      4.7uF                  C_0805_2012Metric                                   99.4000   -93.6000   90.0000  bottom
C163      4.7uF                  C_0805_2012Metric                                   95.9500  -102.6000  180.0000  bottom
C164      4.7uF                  C_0805_2012Metric                                  108.4000  -109.0000  -90.0000  bottom
C165      0.47uF                 C_0402_1005Metric                                  100.9200   -98.1000    0.0000  bottom
C166      0.47uF                 C_0402_1005Metric                                  102.8000   -99.0500  180.0000  bottom
C167      0.47uF                 C_0402_1005Metric                                  109.2000  -106.2500  -90.0000  bottom
C168      0.47uF                 C_0402_1005Metric                                  100.8500  -107.7000    0.0000  bottom
C169      0.47uF                 C_0402_1005Metric                                  101.8500   -97.0500  180.0000  bottom
C170      0.47uF                 C_0402_1005Metric                                   99.3500  -102.5300   90.0000  bottom
C171      0.47uF                 C_0402_1005Metric                                  100.8500  -101.0500  180.0000  bottom
C172      0.47uF                 C_0402_1005Metric                                  111.8000  -102.8000    0.0000  bottom
C173      0.47uF                 C_0402_1005Metric                                  109.8200  -103.2500    0.0000  bottom
C174      0.47uF                 C_0402_1005Metric                                  106.8000   -99.0000    0.0000  bottom
C175      0.47uF                 C_0402_1005Metric                                  108.3500   -98.5500   90.0000  bottom
C176      0.47uF                 C_0402_1005Metric                                   96.9500   -98.6000  180.0000  bottom
C177      100uF                  C_1210_3225Metric                                  102.8500   -92.0500   90.0000  bottom
C178      4.7uF                  C_0805_2012Metric                                  112.0000  -106.0500    0.0000  bottom
C179      0.47uF                 C_0402_1005Metric                                  104.8500   -97.0500  180.0000  bottom
C180      0.47uF                 C_0402_1005Metric                                  105.9000  -106.0500    0.0000  bottom
C181      0.47uF                 C_0402_1005Metric                                  103.9000  -108.0500  180.0000  bottom
C182      0.47uF                 C_0402_1005Metric                                  102.4000  -105.5500   90.0000  bottom
C183      0.47uF                 C_0402_1005Metric                                  101.8500  -104.0000    0.0000  bottom
C184      0.47uF                 C_0402_1005Metric                                   98.8500  -100.0500  180.0000  bottom
D11       RED                    LED_0402_1005Metric                                 95.3000  -116.8000  -90.0000  bottom
IC5       AP2114H-3.3TRG1        SOT230P700X180-4N                                  117.5500   -88.1500  180.0000  bottom
IC6       AP2114H-3.3TRG1        SOT230P700X180-4N                                   87.5500  -121.2500    0.0000  bottom
IC8       S25FL216K0PMFI041      SOIC127P600X175-8N                                 111.8000  -114.2000    0.0000  bottom
R31       51R                    R_0402_1005Metric                                  119.0000  -104.2000    0.0000  bottom
R32       0R                     R_0402_1005Metric                                  119.0000  -103.2500    0.0000  bottom
R33       20K                    R_0402_1005Metric                                  132.4000  -101.0500    0.0000  bottom
R34       10K                    R_0402_1005Metric                                  131.6500   -96.0500  180.0000  bottom
R35       5.62K                  R_0402_1005Metric                                  122.0500  -109.1000  180.0000  bottom
R36       4.7K                   R_0402_1005Metric                                  136.8000  -106.1500   90.0000  bottom
R37       4.7K                   R_0402_1005Metric                                  135.8500  -106.1500  -90.0000  bottom
R38       4.7K                   R_0402_1005Metric                                   70.8500   -97.5000   90.0000  bottom
R39       4.7K                   R_0402_1005Metric                                   73.7500   -97.5000  -90.0000  bottom
R40       5.62K                  R_0402_1005Metric                                   84.5500   -93.8500  180.0000  bottom
R41       10K                    R_0402_1005Metric                                   75.7500  -108.4500    0.0000  bottom
R42       20K                    R_0402_1005Metric                                   76.2500  -101.5000   90.0000  bottom
R47       51R                    R_0402_1005Metric                                   88.8500   -98.5000  180.0000  bottom
R48       0R                     R_0402_1005Metric                                   88.8500   -99.4500  180.0000  bottom
R64       4K7                    R_0402_1005Metric                                  107.1000  -113.6000  180.0000  bottom
R65       4K7                    R_0402_1005Metric                                  116.4500  -114.8500  180.0000  bottom
R68       100R                   R_0402_1005Metric                                   94.2000  -116.8000   90.0000  bottom
RD11      10K                    R_0402_1005Metric                                  103.8500  -118.8000  180.0000  bottom
RD14      0R                     R_0402_1005Metric                                  103.8500  -110.4000  180.0000  bottom
U1        CAT6219-125TDGT3       TSOT23-5_ONS                                        88.7000  -108.7763   90.0000  bottom
U7        DSC6102HI2B-024.0000T  VFLGA4_1P6X1P2_ARA_MCH                             117.1500  -104.8000    0.0000  bottom
U8        DSC6102HI2B-024.0000T  VFLGA4_1P6X1P2_ARA_MCH                              90.7000   -97.9000  180.0000  bottom
X1        CWX823-100MHz          Oscillator_SMD_EuroQuartz_XO91-4Pin_7.0x5.0mm      102.2500  -114.4500   90.0000  bottom
Y2        32.768K                Crystal_SMD_MicroCrystal_CC8V-T1A-2Pin_2.0x1.2mm   116.0500  -101.4500   90.0000  bottom
Y3        32.768K                Crystal_SMD_MicroCrystal_CC8V-T1A-2Pin_2.0x1.2mm    90.8000  -101.5500  -90.0000  bottom
C1        4.7uF                  C_0603_1608Metric                                  125.2000  -122.7000   90.0000  top
C2        4.7uF                  C_0603_1608Metric                                  119.6000  -114.9750   90.0000  top
C3        4.7uF                  C_0603_1608Metric                                  122.1000  -114.9500   90.0000  top
C4        4.7uF                  C_0603_1608Metric                                  116.8000  -119.4000  180.0000  top
C5        22uF                   C_0805_2012Metric                                  120.9000  -123.3500  -90.0000  top
C6        22uF                   C_0805_2012Metric                                  124.5000  -116.5500    0.0000  top
C7        22uF                   C_0805_2012Metric                                  117.2000  -116.4500  180.0000  top
C8        4.7uF                  C_0603_1608Metric                                  116.8000  -120.7500  180.0000  top
C9        22uF                   C_0805_2012Metric                                   59.8000  -120.8500  -90.0000  top
C10       22uF                   C_0805_2012Metric                                   59.6000  -112.3923   90.0000  top
C11       4.7uF                  C_0603_1608Metric                                   57.9000  -118.1500  180.0000  top
C12       4.7uF                  C_0603_1608Metric                                   57.8500  -115.1000  180.0000  top
C13       100nF                  C_01005_0402Metric                                  61.2500  -119.8000   90.0000  top
C14       4.7uF                  C_0603_1608Metric                                   64.3500  -113.0000  -90.0000  top
C15       22uF                   C_0805_2012Metric                                   66.4000  -116.6923    0.0000  top
C16       4.7uF                  C_0603_1608Metric                                   62.4000  -120.6923  -90.0000  top
C52       10uF                   C_0603_1608Metric                                  138.0250  -100.2750  180.0000  top
C53       100nF                  C_0402_1005Metric                                  138.3000   -99.0750  180.0000  top
C54       100nF                  C_01005_0402Metric                                 117.6000  -118.3500    0.0000  top
C55       4.7uF                  C_0603_1608Metric                                   63.7500  -120.6923  -90.0000  top
C56       100nF                  C_0402_1005Metric                                   92.3700  -119.0500  180.0000  top
C57       100nF                  C_0402_1005Metric                                  100.0000  -127.2000    0.0000  top
C58       27pF                   C_0402_1005Metric                                  110.7500  -122.0300  180.0000  top
C59       27pF                   C_0402_1005Metric                                  108.2300  -118.8300  -90.0000  top
C60       100nF                  C_0402_1005Metric                                   92.5500  -121.7500  180.0000  top
C74       10uF                   C_0603_1608Metric                                   68.4000   -98.1250    0.0000  top
C76       100nF                  C_0402_1005Metric                                   68.1000   -99.3250    0.0000  top
C114      4.7uF                  C_0603_1608Metric                                  141.3500  -114.4500    0.0000  top
C115      100nF                  C_0402_1005Metric                                  142.6000  -113.3000    0.0000  top
C116      4.7uF                  C_0603_1608Metric                                  140.1500  -113.0500    0.0000  top
C117      100nF                  C_0402_1005Metric                                  141.0000  -111.8500    0.0000  top
C151      10u                    C_0805_2012Metric                                  143.3500  -121.7000  180.0000  top
C152      100n                   C_0402_1005Metric                                  143.8500  -120.2500  180.0000  top
D1        RED                    LED_0402_1005Metric                                 92.4675  -115.6000    0.0000  top
D2        GRE                    LED_0402_1005Metric                                 92.4500  -116.6500    0.0000  top
D3        BLU                    LED_0402_1005Metric                                 92.4500  -117.7000    0.0000  top
D4        AQ3045                 AQ304501ETG                                        144.8500  -116.6500   90.0000  top
D5        BLUE                   LED_0402_1005Metric                                132.8250  -116.4000  180.0000  top
D6        RED                    LED_0402_1005Metric                                132.7750  -115.3500  180.0000  top
D7        AQ3045                 AQ304501ETG                                        144.8500  -115.3500  -90.0000  top
D8        AQ3045                 AQ304501ETG                                        144.5000  -118.8000   90.0000  top
D10       RED                    LED_0402_1005Metric                                112.8325  -112.3500  180.0000  top
FB1       330Ohm                 L_0805_2012Metric                                   91.7875  -120.4000  180.0000  top
FB3       BLM21PG121SN1D         L_1206_3216Metric                                  146.2000  -120.1500  -90.0000  top
IC1       CP2102N-A02-GQFN28     QFN50P500X500X80-29N-D                             136.8000  -115.6500  180.0000  top
IC3       SS8050-HF              SOT95P240X115-3N                                   139.4500  -122.4500    0.0000  top
IC4       SS8050-HF              SOT95P240X115-3N                                   135.1500  -122.4500  180.0000  top
IC7       XC6SLX25-2FT256C       BGA256C100P16X16_1700X1700X155                     103.8500  -101.5500    0.0000  top
J1        USB4110-GF-A           USB4110GFA                                         151.8865  -116.0500   90.0000  top
J2        1140084168             1140084168                                          60.5000   -98.0750  -90.0000  top
J3        1140084168             1140084168                                         147.4500   -99.4750   90.0000  top
J4        ISP                    PinHeader_1x06_P2.54mm_Vertical                    116.9200  -130.5000   90.0000  top
J5        52207-1485             522071485                                           80.2500  -130.9130    0.0000  top
J6        XF2M-5015-1A           XF2M50151A                                         103.7500   -84.5500  180.0000  top
J7        Conn_01x06             PinHeader_1x06_P2.54mm_Vertical                    140.6100   -85.7500  -90.0000  top
L1        1.5uH                  L_1008_2520Metric                                  124.7000  -114.3000    0.0000  top
L2        1.5uH                  L_1008_2520Metric                                  123.1500  -123.5500  -90.0000  top
L3        1.5uH                  L_1008_2520Metric                                  117.0000  -114.1500  180.0000  top
L4        1.5uH                  L_1008_2520Metric                                   57.3500  -112.2500   90.0000  top
L5        1.5uH                  L_1008_2520Metric                                   57.5500  -120.9750  -90.0000  top
L6        1.5uH                  L_1008_2520Metric                                   66.9500  -114.4500    0.0000  top
Q1        AO3400A                SOT-23                                             130.0050  -121.4150  180.0000  top
Q2        AO3400A                SOT-23                                              61.1500  -107.4500  -90.0000  top
R1        270K                   R_0402_1005Metric                                  117.9500  -121.9500    0.0000  top
R2        100K                   R_0402_1005Metric                                  118.4000  -123.5100  -90.0000  top
R3        182k                   R_0402_1005Metric                                  127.6000  -120.8900  -90.0000  top
R4        182k                   R_0402_1005Metric                                   60.6375  -109.8500    0.0000  top
R5        182k                   R_0402_1005Metric                                   62.8500  -113.0500  -90.0000  top
R6        182k                   R_0402_1005Metric                                   62.2000  -111.1000  -90.0000  top
R7        68K                    R_0402_1005Metric                                  138.3200  -101.6250    0.0000  top
R8        10K                    R_0402_1005Metric                                  138.3700  -103.7750    0.0000  top
R9        10K                    R_0402_1005Metric                                  138.4000   -98.0250    0.0000  top
R10       68K                    R_0402_1005Metric                                  138.4000   -96.9750    0.0000  top
R11       68K                    R_0402_1005Metric                                  138.3600   -95.9250    0.0000  top
R12       68K                    R_0402_1005Metric                                  138.3600  -102.7250    0.0000  top
R13       182k                   R_0402_1005Metric                                  124.6000  -118.2000  180.0000  top
R14       182k                   R_0402_1005Metric                                  124.5500  -120.0000  180.0000  top
R15       182k                   R_0402_1005Metric                                  126.5000  -119.0500  180.0000  top
R16       0R                     R_0402_1005Metric                                  119.4500  -122.9500  -90.0000  top
R17       182k                   R_0402_1005Metric                                   61.0500  -113.1000  -90.0000  top
R18       0R                     R_0402_1005Metric                                   65.8100  -118.1423    0.0000  top
R19       270K                   R_0402_1005Metric                                   64.9500  -119.6423   90.0000  top
R20       100K                   R_0402_1005Metric                                   66.0000  -119.6423  -90.0000  top
R21       100k                   R_0402_1005Metric                                  132.6400  -126.6500    0.0000  top
R22       10k                    R_0402_1005Metric                                  101.0500  -128.9500   90.0000  top
R23       10k                    R_0402_1005Metric                                  102.4500  -128.9500   90.0000  top
R24       10k                    R_0402_1005Metric                                  103.8000  -128.9000   90.0000  top
R25       10k                    R_0402_1005Metric                                  105.2000  -128.9500   90.0000  top
R26       10k                    R_0402_1005Metric                                  106.5500  -129.0000   90.0000  top
R27       180R                   R_0402_1005Metric                                   90.4500  -117.7000  180.0000  top
R28       250R                   R_0402_1005Metric                                   90.5000  -116.6500  180.0000  top
R29       300R                   R_0402_1005Metric                                   90.5000  -115.6000  180.0000  top
R30       10k                    R_0402_1005Metric                                  107.5500  -130.7500  -90.0000  top
R43       68K                    R_0402_1005Metric                                   68.1500  -102.5000  180.0000  top
R44       68K                    R_0402_1005Metric                                   68.2000  -101.4500  180.0000  top
R45       10K                    R_0402_1005Metric                                   68.2000  -100.4000  180.0000  top
R46       68K                    R_0402_1005Metric                                   68.3000   -95.8500  180.0000  top
R49       10K                    R_0402_1005Metric                                   68.2500   -96.9000  180.0000  top
R50       68K                    R_0402_1005Metric                                   68.3000   -94.8000  180.0000  top
R51       0R                     R_0402_1005Metric                                   91.4900   -88.5500  180.0000  top
R52       0R                     R_0402_1005Metric                                   91.5000   -89.6000  180.0000  top
R53       4.7K                   R_0402_1005Metric                                  138.0600   -88.3100   90.0000  top
R54       4.7K                   R_0402_1005Metric                                  135.5600   -88.3000   90.0000  top
R55       4.7K                   R_0402_1005Metric                                  133.0100   -88.3100   90.0000  top
R56       4.7K                   R_0402_1005Metric                                  130.4600   -88.3000   90.0000  top
R59       0R                     R_0402_1005Metric                                  122.3500   -84.7000   90.0000  top
R60       0R                     R_0402_1005Metric                                  123.3500   -84.7200   90.0000  top
R61       0R                     R_0402_1005Metric                                  121.3000   -84.7000   90.0000  top
R62       10k                    R_0402_1005Metric                                   96.0900  -112.7500    0.0000  top
R63       10k                    R_0402_1005Metric                                   98.0500  -112.7500  180.0000  top
R66       4.7K                   R_0402_1005Metric                                  112.8425  -111.3000    0.0000  top
R67       100R                   R_0402_1005Metric                                  112.8425  -113.4000    0.0000  top
RD1       5.1K                   R_0402_1005Metric                                  146.4000  -117.3000    0.0000  top
RD2       47K                    R_0402_1005Metric                                  139.1500  -110.9000  180.0000  top
RD3       22K                    R_0402_1005Metric                                  139.1500  -111.8500  180.0000  top
RD4       1K                     R_0402_1005Metric                                  137.7500  -111.7000  -90.0000  top
RD5       10K                    R_0402_1005Metric                                  136.8000  -111.7000  -90.0000  top
RD6       5.1K                   R_0402_1005Metric                                  146.9000  -113.7500   90.0000  top
RD7       1K                     R_0402_1005Metric                                  132.8100  -117.4500  180.0000  top
RD8       1K                     R_0402_1005Metric                                  132.8000  -114.3000  180.0000  top
RD9       10K                    R_0402_1005Metric                                  138.3500  -119.7500   90.0000  top
RD10      10K                    R_0402_1005Metric                                  136.2500  -119.7000   90.0000  top
RD12      4.7K                   R_0402_1005Metric                                   85.4000   -87.4500    0.0000  top
SW1       NRST                   SW_SPST_B3U-1000P                                  136.4000  -129.6000  -90.0000  top
SW2       START                  SW_SPST_B3U-1000P                                  112.9000  -129.6000  -90.0000  top
SW3       RST                    SW_SPST_B3U-1000P                                  133.1400  -129.6000   90.0000  top
SW4       B1                     SW_SPST_B3U-1000P                                  109.1500  -129.5500  -90.0000  top
SW5       NRST                   SW_SPST_B3U-1000P                                   66.9000  -129.6500  -90.0000  top
SW6       START                  SW_SPST_B3U-1000P                                   63.7000  -129.6500  -90.0000  top
SW7       B1                     SW_SPST_B3U-1000P                                   84.8000   -84.5500   90.0000  top
U2        SAM9X60D1G-I/4FB       233TFBGA_MCH                                        81.0500  -101.0000   90.0000  top
U3        MCP16501A-E/RMB        VQFN24_RMB_MCH                                      61.9500  -116.6423  -90.0000  top
U4        SAM9X60D1G-I/4FB       233TFBGA_MCH                                       126.5500  -101.6500  -90.0000  top
U5        MCP16501A-E/RMB        VQFN24_RMB_MCH                                     120.8500  -119.1077  180.0000  top
U6        ATmega16A-A            TQFP-44_10x10mm_P0.8mm                             100.7000  -119.9500  180.0000  top
Y1        16MHz                  Crystal_SMD_3225-4Pin_3.2x2.5mm                    110.4000  -119.4300  -90.0000  top
## End
